Review,Rating
"old dumpy place problems head starts spinning thinking start, got like 10pm check-in told park street cuz no parking left lot, room tiny carpet dirty spots, room came kitchen nasty used, especially fridge time opened nasty odor rotten vegetables gushed fridge filled entire room, day night hear people talking walking stairwell right outside, noise streets right outside window substantial, just no sound insulation place, bathroom surprisingly clean room appeared well-kept, shower pressure horrible stay ran hot water twice, fact morning took cold shower basically start end, desk staff generally nice, guy completely uncaring unhelpful not sure problem, thing liked place ceiling fan walk-in closet, paid 100/night place suppose reasonable seattle center area, pay 40 night stay holiday inn express, basically ca don't recommend place,  ",1
"dump stayed weekend expected charming 1929 property based web-site reviews expedia, did don't expect charming mean incompetent staff showers randomly scalding cold medium pressure just trickle tacky acoustic ceilings moldy non-functional windows shower no screens windows no a/c having room left unlocked maid service having wait 18 hours iron gave 30 minutes make wedding having car 8am parking thought desk reality don't etc. etc.expedia apparantly wo don't publish negative reviews like gather having tried 3 times publish on-line calling customer service exchanging e-mails, beware reviews expedia especially beware hotels like,  ",1
"decent location nice staff disappointing read reviews citysearch trip advisor moore hotel, called book shared bathroom queen room avail, lived/traveled europe year did don't think shared bath problem, fiance shared bathroom toilet shower entire floor stayed room 403, 25 rooms 1 bathroom, yes read correctly 25 rooms 2 people room bathroom, everytime day/night/6am/midnight/noontime tried use shower busy, paper-thin walls no shower toilet far room tiny room dirty sink room smaller-than-reserved-bed miserable, asked change rooms told, tried hotel seattle 150/night impossible, loved town stay hotel, passed homeless/drunk/druggie-looking types way hotel night sure don't felt safe 6'5 fiance arm, wanted warn experience try stay capitol hill belltown close downtown action/shops/mass transit far away enjoy locals seattle,  ",1
"rudest people dont stay, despite fact cool hotel place sucks, desk nights run rudest people met, not problem room extremely rude not hear issue, dissapointed,  ",1
"terrible experience awful night stay, planned staying 3 dirty old hot, no a.c. met 2 policemen suggested safer place town, price don't, spend little lots advantages,  ",1
"miss, stayed hotel friend weekend 19th-21st september, stayed recommended friend book basis stay reasonable, definitely not case time, disappointing things weekend executuve hotel pacific placed room directly opposite elevators 5th floor, noise elevators guests returning home early hours morning loud usually heavy sleeper hear clearly night, cleaning staff racket morning difficult sleep past 7am.2.we specific online request small fridge room medications, obviously ignored online pleas checked, previously similar hotels offered small portable fridge/cooler exact purpose.3, air conditioning did work turn produced worrying burning smell turned not used weeks, tried open window stuck open cm try let cool fresh air stuffy room.4, bathroom small size don't main issue, shower head virtually no pressure toilet noisy time flushed hear toilets adjacent rooms quite clearly, old poor plumbing.5, suggested desk staff reasons said fully booked night change rooms second night, agreed, presented desk new room day new staff member stated nothing documented book room change booked not help, fact freely admitted just used room guest checked minutes overbooked rooms 4 guests check-in, not imagine reputable hotel does admits guests, glad check-out not returning hotel, time gladly pay extra dollars decent hotel room service,  ",1
"stay away dirty rooms stayed far better places seattle, room size prison cell window facing outside wall, quiet showered flushed toilet, plus seattle best coffee lobby right downtown, hotel limo expect pay 30 yellow cab, hotel staff helpful friendly,  ",1
"cramped noisy overrated husband just stayed hotel mid-july horrible experience, not superior queen room incredibly cramped noises elevator guests rooms nearly impossible sleep night, hotel promises amenities wireless internet access rooms don't working, felt like paid place set sour tone beginning vacation, nights cancelled rest stay booked new hotel,  ",1
"upgrade outdated arrived given junior suite marriott silver status, upgraded room joke, switches broken linens old bed sagged lcd tv sitting radiator not bed, addition nearly impossible king size bed no walking room, room away highway road noise bad, wife didnot sleep wink night, morning canceled 2 days reservation moved towneplace suites near airport, half price better renaissance, worst marriott stayed, stay away,  ",1
"dirty place, watch, limited english used, reading reviews sounds like complete different hotel stayed, stayed 9/12-9/15 room club level floor 26. say rooms needed updating understatement, not usually care decade style problem decades dirt cause room itch produce rash, case, everytime left room breath did not itch, return room began, carpet multi dark color did lot hide years goodness knows, did not dare walk barefoot, carpet tore doorway tiles loose bathroom, usually hotel remodels starts expensive room remodels long way off.beds beds nothing special, bathroom size closet forget closing door not possible.for need know friends requested handicap room wheelchair, no handicap room, regular room couple shower bars minumum legal requirement, not service personal check bar course spoke complete coherent english, need know want communicate housekeeping staff gift store, incredibly frustrating tell housekeeping leave extra towels draw pictures.the called parking garage unmanned entry completely unsafe, need know, dark shadowed underground exceptionally tight spaces, elevators not clear, actually enter doorways stairs flight reach elevator places, stairways believe town, careful check breeze check, english speaking folks hidden, bar course want money aggrevating you.however note credit card charged twice entire stay having worst time resolving issue, reason feel compelled connecting desk hotel, folks not billing, trying 2 days,  ",1
"worst hotel experience thinking booking room hotel just don't, traveled seattle 3 work colleagues seminar, booked room priceline asking 3-star hotel downtown seattle got reservations renaissance supposedly 4-star hotel, disaster half got rooms i-5 freeway building, noise bad large container trucks rumbling night switch rooms, earplugs did don't help block noise, rooms pretty shabby scratched damaged furniture, complained management asked switch rooms told priceline rooms discounted rooms don't expect quality paying guests, ended having pay extra 25 night just adequate rooms.the half group got rooms hotel, construction going early morning quite late night, rooms terribly noisy earplugs cut noise.the staff acted like complaints guests not able sleep noise old news did don't want hear, acted indignant dare complain extremely rude dismissive.also ice machines broken floors search 3 floors working no attempt fix, no minibar mini refrigerator rooms, spot refigerator used removed all.the renaissance bills 4-star hotel, rating based solely hotel lobby 3 stars, based shabby rooms noise lack service rude staff stretched 1 star stay renaissance hotel,  ",1
"horrible customer service worst hilton possibly worst hotel, trying review guidelines feel important people know kinds business practices ran into.we stayed hilton nights second night having wedding reception hilton.all booking went smoothly room decent exectutive sweet not overpriced got discount having reception there.the problems arrived later reception short summary things happened.-elevators having issues night.-myself reception stuck lobby don't reception elevators not working key card given not working up-the dj closing party early party no staff locking room not allowing entrance gather belongs use reception room additional hour half booked contract-a hilton staff member challenging fist fight telling hit got aggravated insisted let up.-having head security apologize actions said staff member.-finally getting executive suite stay rest night.-having police wife assaulted hilton staff member tried fight putting hand getting security apologized us.-after police left hearing story hour later long elevators broken night manager security officer showed kick mentioned assault glad arrest don't made.-after threatening lawyers involved breach contract told stay.-getting 15 minutes later night manager apologize told work sort discount trouble.-waking morning finding double charged room parking vehicles not ours.-dealing people nice saying work getting charges reversed right back.-finding hilton additional charges not outlined contract consent-being told willing reverse small portion charges staff says story false.so end breached contract refused credit, not sure action burned abuse received,  ",1
"agree worst hilton, absolute worst hilton stayed, gold hh members travel lot absolute worst hilton world, leg week vacation 10 year old daughter took hilton properties south lake tahoe ca way whistler bc, rate hiltons excellentfirst charge 9.95 night use internet room, free wireless internet available executive lounge small converted guest room lobby, went executive lounge comical, business people packed elbow elbow laptops using free internet eating drinking free food, sight, sure de-congest executive lounge did don't charge internet stayed hilton honors floor noticed dirty dishes newspapers hall don't picked days there.the excercise room size walk closet treadmills stepper jammed there.the people provided sort customer service bellmen, desk personnel management delt no customer service skills.my car parked hilton garage window smashed car ransacked, hilton security simply left business card smashed window took time sweep glass ground, discovered hilton security knew car broken let sit smashed window days, did notify, no, series failures hilton staff touch seattle hilton director security, asked don't notified car broken, response not policy not parking manual, hilton honors stated gm contact monday, wednesday no response, finally drafted lenghty letter hilton corporate hq regarding seattle hilton,  ",1
"stay plenty nice hotels seattle, not, terrible stay bellman lost luggage phones did don't work dirty sheets letter manager answered acknowledged, better staying,  ",1
"avoid costs place nightmare, understaffed messy, arrived 10 pm guests deep desk telephone continually ringing employee, later lone employee hired week ago, room clean medicinal smell cleaning fluids overwhelming, hallways elevator dirty littered, place absolutely no appeal not close worth 140.00 night,  ",1
"worse stay hotel, no help, concierge no idea sites city espically, finding concierge knew fishermans terminal advised taking cab did, not knowing cabs did not return area, stuck hour calling hotel assistance having tell use nothing, saw guests upset,  ",1
"wo don't book, just returned seattle booked seattle sheraton towers nights, left hotel night desk did don't inquire leaving, club floor 2 hours morning continental breakfast 2 hours evening canapes lounge closed tight, evening poured coffee used small plastic container cream dish coffee urn, cream sour curdled coffee not staff personnel talk, room dreary stains carpets, good location hotel definitely seen better days,  ",1
"not book false information family just finished 7-day alaskan cruise, looking hotel seattle wa shuttle service pier hotel hotel airport place leave luggage 5-6 hrs went site seeing downtown, booking company particular hotel assured criteria met hotel booked room just store luggage 115, ended no travel accomodations hotel airport, ended having 2 taxis destinations, needless say angry extra 80 hotel, hotel manager not available phone, customer service reps finally got called 5-6 times sent email website, matter resolved hopefully, said reimburse taxi fares believe, advice situation grab taxi airport 30 flat fee downtown seatac airport check luggage early ride-on bus downtown 1.50 way seniors free kids, free ride bus downtown seattle 7pm everyday,  ",1
"budget booked hotel weekend november recommendation clean spartan room travel book not expecting seriously whelmed, room old tired felt dirty, slept fully clothed wore socks times, shower gross sink toilet new clean, pillows felt filled cotton balls bed creaked squeaked slightest movement did walls carpet stained did not feel lock door work, faced lovely strip club, noise outside hotel expected downtown location noise inside hotel obscene, people banging door 3 morning party room not mention felt right bed, walls general paper hear neighbours conversations watching tv.some staff friendly not sharpest location great walk, not reccomend embarresed say stayed,  ",1
"checked tripadvisor place terrible just reviewers tripadvisor indicates, couple reviews looks like written hotel staff exact opposite real experience.from low quality toiletries inconsistent house keeping property rated 3 star, attempts property unique look succeeds making gag incredibly poor taste decorated, like big joke you.the hotel noisy rooms tiny decor ugly staff average isolated rest seattle view overrated nearby train noisy room stinky, lounge expensive 10 drinks good view absolutely no character, experiencing boring lounge decided not bother restaurant instead cabbed city food.i recommend using tripadvisor pick 4 star hotel instead foolish like pay consequences, fact probably pick highly rated 3 star hotel fare times better did,  ",1
"overpriced not great disappointing property, setting stilts hanging water fabulous ends.the decor odd incongruous impressions seattle, log cabin-ish better suited ski lodge vermont colorado, requested water-facing room check-in told cost 50 dollars paid, having forked 300 dollars night declined took city facing room, irritating colleague booked room rate agent checked right behund got water facing room no extra charge asking notwithstanding odd decor hotel looks tired worn, room abysmally small amazed american travellers accept rooms size knowing spacious hotels general, not large person not problem typically smaller rooms finds eurpoean continent, barely space double bed sharing felt claustrophobic, city-facing rooms railway line busy level crossing clanging bell time train passes, happens day night, rooms need twice size sound-proofed, 3 nights trot chaicago seattle san francisco far worst value 3 cities, lot better price seattle,  ",1
"terrible accomodations ruined impression seattle decided stay hotel hearing work colleague great place stay waterfront seattle, booking stay checked website, talk misleading pictures, got hotel sunday afternoon checked immediately disappointed got hotel hallway room, dirty reminded old college dormitory, hotel room did not overlook water train tracks small clean no drawers clothing no desk work, additionally hotel loaded folks spent weekend hemp fest, not recommend fooled website, heard lady met town dinner highly recommends inn black market alexis wish met earlier think different seattle experience, time, don't waste money edgewater,  ",1
"absolutly worst booked room wife trip seattle edgewater.we ended having plane delays mechanical juneau flt 75. called edgewater inform late arrival, ended arriving late flt 66. finally reached edgewater room not reserved, main issues heating cold night general condition room run, asked desk relocate room, informed no rooms available stay, early morning asked moved asked room accepting, informed room not available 4:00 p.m. desk wanted leave bags, not comfortable accepting room sight unseen charges accrueing day, wife agreed time cancel staythe edgewater refused adjust credit card contacted wwte online reimbursement, received adjustment charges wwte, night business trip seattle,  ",1
"noisy room room beautiful killer view right ballrooms wedding reception going, wife took 40th birthday supposed romantice evening away kids, got noisy 11:00 evening listening muffled 70 music people dancing, manager don't budge giving compensate bad experience, did offer smaller room, stay, stay friday saturday night ask stay far away ballroom possible,  ",1
"watch spent single night westin seattle left favorite jacket closet left room, don't worried reported missing jacket just hours check town days, inquiries pay attention trying track, jacket not appeared logical conclusion hotel employee nice jacket, expected budget accommodation not supposedly fine hotel, close track things choose stay,  ",1
"checked immediately checked, tour pacific north west pre-booked junior suite rate c. 470 night, arrival 21st floor musty smell neglect tobacco spite smoke-free claims hit, suite turned 2 adjacent not adjoining rooms dark unclean uncared just plain shabby.the bed base stained bathroom tiny no separate shower general facilities incl, ancient t.v, befitting cheap motel.we immediately compained asked modern suite told none available added confession hotel overdue renovation, credit manager desk clerk dealt courteous professional manner called pan pacific turned far superior spacous clean beautiful recent opening cheaper 291, result experience immediately cancelled booking westin vancouver later tour changed pan pacific superb, sadly think westin sliding downhill resting laurels glory not good today market,  ",1
"no customer care booked travelocity, flight cancelled snow ice delayed day westin refused refund 1 2 nights, 200+ night hotel bit greedy, not mention view don't great air did don't work barely slept night, expect minimum air work room.still waiting hear travelocity not refund told left town refused got, happily ate cost rental car extra day.we wo don't dealing time soon,  ",1
"facilities good location structural issues** stayed property fairly regularly months, generally speaking nice hotel great concierge service location solid.however end staying seattle windy night like 14 mph winds gusts 20 mph not expect sleep, mentioned previous posts window seals interior walls components structure creek loudly rooms wind conditions, stayed towers 12th north 18th south type wind conditions general problem building, observed individuals complain directly desk 2 3 4 morning, overall good hotel stay risk getting windy night different opinion important hotel,  ",1
"airport quality westin downtown price stayed westin week 9/15/07, observations rooms extremely dated stained carpets old bathrooms outdated fixtures amenties not nearly worth 200 night price tag, prized heavenly bedis nothing special time, including lower end hotels like courtyard hyatt place better beds, heavenly bath joke, no-name substandard bath products tub/shower combinations abound, old lighting half did don't work poorly placed tvs standard, low ceilings old hotel scents abundant, service hotel staff nice failed deliver efficient quality service, room service 3 times recieving cork screw, check staff good eager please.food attended meeting facility food nasty, eggs runny breakfast food typical rubber chicken type food people speak talk conference food, nothing worthy praise arena including dull meeting room reminiscent hospital waiting rooms.safety high value item stolen group hotel, staff pretty pathetic approach resolving situation, best did hour half provide non emergency number seattle police department.overall disatisfied hotel, blocks area safe upscale, stay grand hyatt sheraton, avoid dated underserviced property unless pay 100 night, stayed westin hotels worst, includes staying dreaded lax westin priceline.com room, pitiful really,  ",1
"ca don't recommend considering relocating seattle spent nearly week touring area budget.even price 70 night place expected, room hallways dirty smell urine permeated parking lot homeless people sleeping hedges neighboring business.there economical hotels area try instead,  ",1
"boyfriend stayed easter weekend chose hotel location parking, paid 70 usd room, central walkable market neighbourhoods good restaurants space needle, aside location parking not pleasant stay, hallways smelled smoke room clean need renovation, reception sign stating don't rent rooms purpose underage drinking somethign effect, blackout curtains completely ripped mentioned asked replaced pillows covered plastic, woken repeatedly late night partiers barking dog, went continental breakfast muffins fruit coffee joined pretty dodgy people did not look like staying, way beer bottle elevator, travel budget happy pay quieter safer feeling hotel, best western street looked like better, looking relaxing low key place stay city don't,  ",1
"unclean terrible service stayed save money 3 day campus visit university washington, arrived told early check asked check bags went walk uw, agreed just desk taking giving check tag okay person walk office just desk area staff hide away room, words 5 seconds reach steal bags, asked store luggage contained camcorder laptop backroom like normal hotel refused, came time check room horrified, chairs badly stained bedskirt, lay towels chairs feel comfortable sitting, lampshade stained coffee blood, not sure did don't care, night choose freeze butt turn ridiculously loud heater, pipes shower head lot visible rust bathroom just did don't clean, worst motel/hotels stayed, know lower standards budget just intolerable,  ",1
"don't bother dump, door room warped room hallway stunk big time, bedding stained pillows box springs, dirty room, offered not better, supposed non-smoking room don't tell, reservations 2 nights tolerate don't money,  ",1
"terrible service, arrived hotel overbooked canceled reservation, desk lady impatient rude, informed cancellation showed person lady did don't offer help hotel, probably better place looked like dump construction worse, walls floors torn no reception area left, lady did don't care situation unwilling help hotel weekend, dozen hotels availability, caused lot unecessary stress don't able mariner game early,  ",1
"don't stay, read reviews book hotel, start arrived desk check booked line wanted credit card, husband tried tell wrong room told quiet fix fix, haha given room number torn piece paper, went rooms dirty non smoking old packages end tables smelled bad, bathroom dirty tile moldey tub painted look clean.. flat king sheets bed not stay bed, air conditioner worked 10 minutes time vey hot room, horrible experience husband friends, kande coulee dam wa,  ",1
"probably wont stay email sent vagabond inn stayed vagabond inn seattle wa 325 aurora ave. september 9-11 2005. realize don't paying deluxe accommodations wonder able place vacancy near downtown wanted located money able spend said probably wont stay, time spend extra money nicer cleaner hotel, did don't leave guest card room comments wrote did enjoy stay, a-f grading scale d-fhave stayed hotel, noreason trip business personal/pleasurewould stay property, not pay it.hotel appearance exterior a-f dhotel appearance interior a-f chotel staff friendliness b minus girl dark curly hair nice helpful, hotel staff efficiency same.although clerk shift sept. 9 3 p.m. friendly checking later asked room internet service annoyed check, needed business purposes did not want sit lobby guests checking trying work, guest room cleanliness cguest room appearance b bathroom cleanliness dbathroom appearance cwhy did counter bathroom slope downward, frustrating trying ready day belongings rolling counter, counters level, comments reservations confirmed hotel wireless access, room did not, called check clerk told room far signal, unable use laptop room specifically brought check finances finances sure money trip, unable check company home check e-mail comfort room.your beds uncomfortable beds slept lack thereof life, felt like cement blocks, granted people like firm beds firm, problems slight spine curvature painful beds hurt plus tired weekend lack sleep beds, difficult fit lot schedule seattle 1 day 2 additional days fit 5 hour drive day home, 13 year old son kept asking swimming finally decided time called desk ask time pool/hot tub closed clerk said pool drained not available guest use, disappointed especially son.the towels bathroom dirty, smelled like black smudges stains black hairs stuck, suggest buying nice new towels guests, felt like sandpaper, maybe housekeeping use fabric softener, evening needed wash couple pieces clothing, web site states onsite laundry facilites mispelt web page available, laundry facilities way outside door took clerk 5 minutes unlock not fault helpful maybe locksmith install works washer washer available closet type space extremely dirty, unplug outside vending machines time using washer dryer trip breaker, clear indication hotel not meet electrical code, web site specifically clearly states free parking, pay 5.00 night addition hotel room ended not including in-room wireless internet pool hot tub, sincerely appreciate parking fees deducted stay.date stay 9/9/05-9/11/05i appreciate response email, thank,  ",1
"ahead reserve don't said, did don't actually stay mad hardly straight, called confirm phone reservations despite hesitation reviews, booked talked marilyn assured updated room newer beadspreads facing space needle w/an actual room, called 5 days prior date reservation thank god did told heavy accented man not guarantee rooms somebody staying, yea like, don't reasons make reservations, said just cancell right let felt taking big risk staying place, bad customer service person, writing charges credit card information,  ",1
"not good respect frequent business traveler seattle interested trying vintage park great reviews received, normally reviews reflect experience not case, night arrived late ordered room service pounding door opened guy parked car pushed salad said house did not ordered, ran, rest stay didn__Ç_é_ better, came room evening air un-breathable hazy unbelievable cigarette smoke called desk told amazement smoking floor, yes reservation non-smoking not sure annoying woman desk not going stay room, rooms decorated manner reminiscent 1960 italian bordello complete large mirrors, reception area wine tasting occurs thing smaller hotel room simply wasn__Ç_é_ worth pushing crowd, forget sweet potato gnocchi looked tasted suspiciously like tater tots,  ",1
"disappointed way stayed seattle w week june professional conference, previously stayed w new orleans loved second expecting great things w seattle, don't disappointed, think darkness equates ambiance, wrong, no loud music elevators, w elevators supposed like mini-clubs, meet party people new orleans w elevators, worst thing smell air conditioning went, best described cat little box pure cat urine, hotel management did not respond numerous complaints saying normal lavender musk smell w. right just sure air came room, luckily seattle great city lots do.i did email apology corporate logging complaint starwood stay, recieved marketing spam seattle w. stay seattle w wo don't recommend,  ",1
"big disappointment desk w hotel august 12-15,2004. arrived 11:30am told don't check till 3pm, no choice open suitcase lobby things need city walking pictures, suitcase placed storage meantime, came 7pm night check, desk girl asked credit card did, asked id picture, told suitcase storage, told need, told not going open suitcase lobby second time humiliating, hotel manager said thing need id don't offer alternative suggested room suitcase open privately, ofer apologies, finally desk girl suggested check staff room suitcase able id picture, agreed this.this shows hotel supposed cool desk hotel manager don't, told staff hotel manager coming day big group 70-80 people incident not pass unnoticed management coordinating people think 10 times decide book w hotel future meeting,  ",1
"etrocalgary not contemporary funky hotel just cheap dump, don't fooled meagre display called contemporary decorating.the building old tiny tiny rooms bathrooms, rooms stunk damp mildew really old wood, don't new beds rooms think bates motel, bathroom decorated small bowl sink left original tubs yuk, fixtures inexpensive no art work flat screen don't mounted wall bedding good, no open luggage barely walk bed, elevator lift fitting just 2-3 people long waits, halls rooms scarey dark narrow, not impressive area hotel, clearly hotel cheap cosmetic decoration slip 3 star categary dump, putting avedia products bathroom does don't make smell size decor room size comparable hostel not 3 star hotel, strongly recommend paying bit staying lots options, night hotel max ruin vacation,  ",1
"old rude blah reason stayed jacuzzi suite, wish stayed, hotel charm lobby, rooms old 50, no fan bathroom tiles falling missing screws tub, smoke seeped floor came bathroom, receptionists rude did don't tell room, oh 25 park car just great, good thing close cheesecake factory, stay, especially price- spendy,  ",1
"warning not stay ok let tell experiance doubletree hotel, stayed nights mid november, arrived virtually ghost town lobby, wait close 15 min, checked, young lady helping line 10 people, bell desk concierge desk nobody seen entire check process not mention entire stay, supposed service hotel, wanted make dinner resv, nice nobody help, paid 179 plus tax plus parking 20 valet expect recommend nice rest, area, want hotel understaffed expensive 14 dollars couple eggs place, alot hotels area highly recommend not staying,  ",1
"fair room quality unfriendly staff make sure reservation traveling group team, motel not send shuttle pick not listed, double check room left items.i hilton honors member 10+ years hampton asked 100 guarantee, did not, guarantee hampton individual motel decide honor, hampton individually owned make complains hilton customer service pass complaint not care it.i currently reviewing corporate travel policy hotels downgrading hampton resort, deleting bid corporate office stays dallas,  ",1
"dreadful hotel embodiment downside priceline way, couple weeks prior arrival sent e-mails hotel attempt confirm reservation, reponded, called afternoon arrival, explained no bothered respond e-mails, clerk no answer, asked confirm verbally took heard shuffling papers background, returned phone gave uncertain tentative verbal confirmation.we arrived quite late 11:30 p.m. advised hotel e-mails verbally afternoon case, gave desk clerk advised did not reservation, claimed reservation june 6 not july 6 ridiculous especially handed priceline e-mail confirmation july 6. simply shrugged read, said did room ground floor good thing no elevators, completely exhausted long train ride vancouver, dragged bags assigned room written stickie note add, inserted card key appropriate door not open, couple attempts turned handle try enter, heard loud male voice shoot, needless say beat hasty retreat desk, time manager desk clerk, appeared just awakened, unshaven shirt don't tucked, looked like slob looked like, told happened said clerk newly-hired mistake duh, gave card key stickie note room assignment, demanded accompany, wife said guy going shoot going, favorite night manager actually called guy awakened apologize, hear screaming manager undoubtedly awakened second floor room eventually occupied truly nasty-looking dragging luggage flight fo steps pleasure, cramped bleak decrepit, practically wall paper peeling, bed creaked tiny movement, aching morning, awful hotel experiences, enter peril,  ",1
"rude desk manager place ridiculous, 89.99 hotel smells old dirt customer service rude, hotel not airport reported given room bedbugs room, complained lady did best desk asked speak management rude told nothing change room, nice job bites,  ",1
"wrong hotel looked room resrvied smeeled vomit, not red lion accross airport 4 miles north, cant smell nose lol smoke did not say night thank god time fine hotel,  ",1
"dump just horrible, don't stay, worst maddening waste money experienced, nearly dollars worst hotel experience years.the hotel bills hotel, thing upscale price, hotel feel like college dorm freshman dorm, clearly old run-down hotel seen cosmetic upgrades it__Ç_é_ pretty easy cosmetics, hallways dirty poorly lit, room doors beat not feeling secure, nervous safety walking hall room proper okay bathroom hadn__Ç_é_ enjoyed updates feel like staying 1950s motor inn, yuck, hotel walkable distance form airport took shuttle half hour pick, stood freezing cold late night waited waited waited, hotel shuttles came went time shuttle took ridiculously long time arrive called twice, holiday inn double tree just close looked just fine, check don__Ç_é_ waste money dump, hotel walkable distance form airport took shuttle half hour pick, stood freezing cold late night waited waited waited, hotel shuttles came went time shuttle took ridiculously long time arrive called twice, holiday inn double tree just close looked just fine, check don__Ç_é_ waste money dump,  ",1
"avoid costs, book hotel smit nights early june 2007. lasted 1 night, hotel quite literally building site, radiators double glazing panels left lying workmens equipment floors, lift operation stairs quite frankly dangerous, room not clean wallpaper hanging walls carpet disgusting stunk stale cigarettes holes ceiling, bed date passed years ago, clearly hear guests doing door, paper walls cap badly bitten infestation night, ended clothes bed bed don't clean, hotel needs closed fully refurbished, location totally misrepresents appalling quality disgusting, use peril,  ",1
