Review,Rating
"Hugely expensive (  126.40 for one adult and one 14yo.) for what surely must be the smallest of Disney's park offerings. If you expect western style junk food, think again, this was worse. The rides were good. Queue discipline was at times bad with ignorant people shoving their kids past us and when their kids cried out that the adults coulddon't get by to join them, we reluctantly let them through too. The fairytale castle, tiny as it is was behind hoardings as I guess they were working to add extra magic with the diggers that were there. Go to Ocean Park instead.",1
"Smallest Disneyland, I finish walking the whole place in 30min. Strongly recommend not to even spend time here.  Service also very bad!",1
"if you like queuing behind thousands of Mainland tourists for hours then visit this 'attraction'It is small,, on the way to the airportThe Govt allocated an equal portion of land for expansion adjoining this site which has not been taken up on.Better to go to Ocean Park",1
"My daughters graduated from college; in addition, her 21st birthday and we decided to celebrate by visiting HK Disneyland. Disneyland was suppose to be the highlight of our trip, we were totally disappointed. I   ve visited Disney in Florida and California and thought it would be great to take her to HK. HK was fun, but Disney was more like a neighborhood carnival and not worth the time or money. Would definitely not recommend for anyone over the age of 5 or anyone who has visited Disney in the US.",1
Bought a 2 day ticket and there was't even enough there to fill a day. A waste of money. Bought food vouchers snd it was hard to find snything worth while eating. It was extremely hot and very little shade in themes or between them. Not a patch on the original disney theme park in Anaheim. Only a couple of rides or attractions that match the original. The merchandise was extremely ecpensive. The best thing about the park was the staff. Most were very helpful and pleasant.,1
"I was visiting with my five month old baby and had a toddler too. I only went for rides with no height limits. We used our priority pass to skip the line for the slinky dog ride. They let us sit in the ride then because their dad was with the toddler and did not get a cart behind or in front and we wanted to sit together, so we got off and waited for the next turn. Once we waited for the first round to end, we were told because they gave out the bone tickets for the round after, we had to wait one more round. So we would get on the third round. Finally, it was our turn then the staff proceed to say my five month old has to sit by herself on the seat and not on a lap, I got angry. I waited there for three rounds and even sat in a ride cart and not one staff says a word about my baby on my lap. Then when I was about to sit next to my family and enjoy the ride they tell me I can   t have my infant on my lap. She can   t even sit by herself. They did nothing but say she can ride if she sits by herself and that plenty of babies ( pointing to toddlers and pre school aged children saying those babies can do it, why can   t mine) as if blind to my child   s small size in comparison. I asked for a manager, while waiting the staff that let me on the ride then kicked me off ran away to hide.If they told me when they saw me in line they should have said something then everything would have been fine. I waited in front of their eyes and even sat in a cart and three rides later they refuse to let me board the ride saying no lap sitting is just a waste of my time and use of my priority pass.",1
"Let   s just say you pay and good luck to you! Employees have no Disney Magic, food is horrible and the are rude and don   t care. Don   t spend your money. Super small and is currently under construction.Trip not worth it. If you want to enjoy Disney highly recommend Orlando Florida Disney World (love it been there 3 times in 5 years) Animal Kingdom is great for kids. Epcot has the best food. Water park so much fun. or Disneyland in California ( was a pass holder and it was worth it).",1
"We went there March 31,2018. I was with my 6 yr old child. When she saw the stormtrooper mascot she was very excited to go there. We ran towards the stormtroopers and she happily raised her hand and waiting to be called. They were pointing out children or couple who will have a chance to have photos with them. My child kept on raising her hand and we were there standing for almost 20minutes. My child didn   t want to go until she was called. But I   m so tired and so I told her to go to Storm Troopers directly thinking that they will allow her since they kept on grabbing couples    who didn   t wait there   , children who just    passed by    or children who doesn   t want to have photos with them but apparently she was turned down by that stupid Storm Tropper assigned on March 31,2018 around 4pm. For just taking a photo with my child who   s only dream was to go to Disneyland made her cry because the mascots wanted to just grab people who didn   t even    wait   ! Isn   t it that HongKong Disneyland is really for kids and they think that it is the    happiest    place on Earth and staffs should make everybody happy?! That stupid Storm Tropper made my child cry and hurt her feelings! It was ok if we were rejected because we didn   t wait there for too long. But we did! We waited Soooooo long! We waited more than 20minutes for just a photo to make a child happy. With just a click and less than a minute they can already make somebody happy but that stupid Storm Tropper rejected because they wanted those who didn   t WAIT. If we were celebrities they would allow us fast but we were not! I suggest to have a new policy with the mascots! All the mascots should have a line to take photos and everybody should have a chance especially those who    WAITED   . we paid so much more that we deserve that right to have a photo with whoever we want. Hong Kong Disneyland hurt my child and I want everybody to know it because they can   t take it back again!!!Calling out HongKong Disneyland Management fix the attitudes of your mascots! Or make new policy on taking photos!",1
Overcrowded and maybe you get to ride on two or three things whilst queuing for hours Get there really early and try and beat the crowds however it wodon't be for longThey let far to many people in its a real jokeSpend the money and go to The original in Orange County USAMuch much better,1
"Overall I actually love Disneyland and had a pretty great time. What ruined in for me was no one spoke to me. I've had rheumatoid arthritis since I was two and use a wheelchair and at every attraction bar one or two (shout out to guy at the carousel) every single employee asked my husband if I can walk transfer. After 27 years in a wheelchair I had gotten used to it (which is messed up in itself), but I found that once I had children people realised I could most likely respond. I had my three year old in my lap 90% of the time and my six year old nearby. I was usually chatting to them when the cast would overlook me to speak to my husband.I'm feeling a little less than because of this treatment. No one deserves to feel overlooked and less than. Merry Christmas Also   I'm a speech pathologist.... ",1
"First queued for 45 minuets for opening then at ten o   clock it opened well we thought it had opened , no got to Main Street with a white line across the street to be stopped by staff , which honestly made the gestapo look like angels you dared cross the line and they were on you like a pack of hungry wolves do not cross the line the park opens at 10.30am another half hour wait .Half past ten came and by this time there were thousands waiting to go which to me was dangerous as people surged to get to the rides , but wait only certain parts were open the rest wouldn   t open until 11.00am again chains across the paths and more aggressive border guards ( don   t cross the line ) this put a real down on the day if we knew we would have waited until lunch before going .The park it self is quiet small and the rides just average and after the opening downer we stayed for lunch and left before 2.00pm , my advice is good for families but don   t go until after lunch unless you want to stand around for hours while the whole park opens and you aren   t scared to cross the line in case of snipers and aggressive border guards ( even kids were aggressively told not to cross the line )All in all if your only adults don   t bother a waste of money better spent elsewhere Magic kingdom it ain   t more like Stalag 17",1
"I went with my boyfriend for our final day in HK, the park itself wasdon't overcrowded and was quite cute. The rides aredon't huge and its fairly small in comparison to other Disney theme parks but I didnt mind that. What I did mind however,...More",1
"We are a group of 10 with 3 children, the food is bland and tasteless, the kids menu is a waste of money because its worst than the adults. This is a pricey place, it would have been ok if the food is good but for what we ate, its not worth it. Even the staff are not friendly. The only good I can think of ,is the ambiance which is better than the other restaurants there, otherwise avoid this restaurant .",1
"We went to Disneyland on the worst day, it being the national holiday it was super busy but it was our last full day in Hong Kong so had no choice. We bought our tickets on klook so slightly cheaper. The people were so rude, not staff but other customers, pushing, shoving, prodding. Theres no such queuing system, it doesnt matter that you have been waiting an hour, someone will come along, pretend someone else is ahead, get to a certain point and call the rest of the family friends to push in!! Because of the language barrier i got a lot of giggles, shaking of heads and just ignored when confronted them. It happened in pretty much every queue which ruined the whole experience. Also the park is small, theres no cooling system , perhaps more sheltered areas, AC, Fanned areas, even in the queue they could have them water spritzing things, the excessive heat made it uncomfortable. Theres not enough food options, not enough international, we ate at the corner cafe but had to wait 30 mins to be seated. The only good thing is the ease of getting thete, the mtr is easy to use and cheap enough. The disney train itself is a nice touch. All in all a bad day out!",1
"Every kid love Disneyland , but this is nothing for kids , not here in Hong Kong. Yes we all know it   s crowded but you just need to line up for everything , just to make a picture with Mickey and Minnie , my wife and me has to line up 3 hours in exchange , my little daughter can   t wait that long by 37 degree in the sun. After 3 hours lining up , lunch time , another 1,5 hour , just to get something to eat.... beside that   s the food was totally over priced ( that   s OK , we knew where we are ) the taste was disgusting. All in all , my 4 years old Baby girl seen Mickey and Minnie for 40 sec after waiting 3 hours , got a mickey Balloon for 25 bucks had seen Goofy passing thru and then at 3 pm we left after in total being there for just 6 hours....All in all an wasted day in Hong Kong....",1
4 hours 4 rides. Ridiculous waiting times and very hot some places sat 15 minutes wait but are more likely to be 45 minutes. Everything was severely overpriced and the staff are rede and ignorant. Kids were over it after 4 hours and diddon't like it and dodon't want to return. ,1
"Embarrassed for Mr. Walt Disney. The park was created in 2005. Disney had a blank slate to create a world class park. Instead they created an embarrassing tourist trap, that offered an uninspiring place to capture your money only. If Walt was alive he would have fired the person in charge of new park development.... Dodon't waste your time and dodon't waste your money at this park. No wonder The Hong Kong park is losing millions of $$ each year..now they have finally decided to invest big money staring in 2019 to rehab this place.. we live in Los Angeles and have been to Disneyland many many times..and are very proud of the park..but HK big joke",1
"On the day, it was a choice of either Ocean Park or Disneyland. Unfortunately, for whatever reason, we decided to go to disneyland. Travelling there was pretty easy by MTR and rail. However, on the way, we were met by hordes of Chinese mainlanders, each going to the same destination. They are loud and rude and where there is a queue, they will certainly try to skip it. Sadly, this was the main theme throughout the day. After queuing at the entrance, and fighting off every single mainlander's attempt to jump the queue, we finally got in. The sun was shining and it was extremely hot. My advice is to take an umbrella or parasol with you to shade yourself, because there is very little shade indeed within the park. Queuing for the rides wasdon't so bad. They are pretty fast, and you can select a time to return to save yourself some time. This is certainly what you must do for the more popular rides. The rides are generally suitable for children and even those who are afraid of rollercoasters can enjoy them without a fuss. But you must ensure that no one skips in front of you while queuing. Since there are no shades within the park, you are always on the lookout for a shop to relieve yourself with aircon. Although, there are some areas with aircon, there are also many shops that dodon't have it. I find it pretty cheap that they cadon't even turn the aircon on after you pay so much to get in.The food courts are jammed pack. You'd be extremely lucky to get a seat. The mainlanders all rush to get their food and the whole place is absolutely chaotic. It's probably the worse experience you will ever have. Fortunately, they serve the food pretty quickly and you dodon't have to wait long in the queue.By the end of the day, I was so knackered, I just coulddon't move anymore. The heat, the exhaustion, the constant need to fight off queue jumping. Chinese mainlanders will not observe any etiquette and it got me completely mad. I cannot recommend this experience to anyone.",1
It is nice   for half an hour before it becomes overcrowded. Should be covrr for sun.  Unfortunately.,1
I have been to Disney World in Florida once and Disneyland in Californis numerous times. Both are world class entertainment facilities for young and old alike. Hong Kong`s version is a bad joke and a total rip off. Save your money. For this style of entertainment go to Ocean Park on Hong Kong Island. It is light years better.,1
"My family went to HK Disneyland with 3 young kids in tow.Pros   lines weredon't so long given the heat  we stayed in a Disney hotel & the transport to the park system was very efficient Cons   I was nursing my sleeping baby in an air conditioned attraction while my kids learned to draw Disney characters. My baby fell asleep and I've requested if we could stay for a while after the session since any motion will wake her up & the heat outside was unbearable. The answer from the Disney staff was a flat no. So I had to leave with a tired baby in my arms & walk under the heat of the sun. I expected more compassion from Disney, being a family centered theme park.  Bland Chinese food from Maxim's (plus they charge for continents like soy sauce even if they serve dimsum)  Rude staff. I saw how a staff member was so rude to a certain race who was asking how much a drink cost. The staff got the price tag & slammed it in front of the customer. Appalling.I have been to most Disney resorts (except for the newest one in Shanghai) and I must say that HK Disneyland disappointed me during my recent trip.",1
"Dodon't let the staff there unhappy;otherwise,he will put your baby stroller to the place with the strong sunlight intendedly when you're enjoying the attraction ,and  make your baby sitting in the hottest strollers which he takes it as a revenge to you!",1
"Long queues in the sun and got shouted at by a member of staff when I complained my youngest my feeling unwell,",1
"I have been a Platinum Member of Hong Kong Disneyland for 5 years. I regularly check the webpage for shows and information about what is going on. I arrive today to learn that there is a new show for 2 days and, aparently, no places left. I informed them they missed to inform me by the usual channel and, despite my Platinum (and other 5 members of my family's platinum status), they are unable to even give me an stand by status to get into the show. I spoke to the manager. Totally useless.",1
"Unfortunately, HK Disney due to a fault in their website are still holding approx. $700AUD of my cash (debit card)   3 weeks after I attempted to purchase 2 tickets and the website kept advising me my card could not be authorised. Extremely poor & unhelpful service from HK Disney staff during my attempts to rectify this situation. No 'Disney Magic' in this experience !!!",1
"I recently visited HK Disneyland for the second time in March 2017. A large percentage of the venues were  under maintenance . We were disappointed there were so few rides to go on and most importantly, they no longer have curry popcorn! I was shocked they had discontinued this, the curry popcorn was out of this world! We aredon't so much into the characters anymore, but I cadon't recall seeing any characters walking around either. It hardly felt like Disneyland. Next trip to Hong Kong, we'll stick with Ocean Park.",1
"Very crowded place even we were there on a Monday , the waiting line was always with 75 minutes waiting time which is crazy . The kids enjoyed the parade and we had also some food . I cadon't review the rides because we could not try because of the waiting time . We paid 2000hkd to walk in the park and another 800 hkd to eat some snacks way expensive and we did not try the rides because of the crowd . We did try only one ride which is taking pictures with a robot I waited also 20 minutes for it. Never again ",1
"Worst Disneyland i have ever been to, Full of pushy mainlanders, rides were closed and all a disappointment. Do the real thing in the USA avoid this scaled down shambles of a  Disneyland  took my younger sister who is 13 and she was greatly disappointed and said that Ocean park was  a million times better  i take her word for it!",1
"Let me preface by writing we have been to Disney Florida and Disney California. Took my 4 year old twins to HK with me on business and decided to bring them to HK Disney as a treat. My children are biracial Caucasian Asian. I am Caucasian, mom is Asian.My son has light brown hair dark blonde hair and hazel eyes with some minimal Asianfeatures (e.g., no epicanthic eyefold so his eyes look more Westen while his bone structure is more Asiatic). His twin sister has a darker complexion and aside from medium brown hair eyes, she looks like a light skinned Asian toddler.My son was constantly hassled by Japanese and Korean patrons in the park, mostly obnoxious women between the ages of 30 40 years old who not only asked completely inappropriate and racists questions of my wife and I, but also thought it acceptable andOK to take selfies with my son. One of the women, a woman from Osaka, keptreferring to my son as  cute half breed boy. I put a stop to this after around the 8th or 9th Japanese Korean woman did this (mind you this was in the first two hours we were in the park). The final straw for me was when we went to a Disney stage show and the had an Asian woman made up in black face paintperforming a circa  1950's America  song a la Beans & Cornbread in front of a thousandlittle kids.Given the insane price of entry, small size and limited features of this Disney park, notto mention the  merchandizing attempts  every five feet and the profoundly racist experiences we had to deal with, I am crossing this off as a  we'll visit them again  place for the kids. The Ocean Park nearby is much better and nobody thought my childwas a park attraction toy for taking cell phone photos.I'd skip Disney HK and opt for the stateside parks. Maybe we will try Disney Shanghai with better luck.",1
"I've never been in any Disneyland or Disney world so that i took the change while I was in hongkong. Actually the theme park is very small and for the best attractions you need to queue up at least 1 or 1,5 hours despite after 3 hours we where done! I would not recommend to go there for Chinese New Years days asap it is massive over crowed of Chinese mainland tourists : ) in my opinion nice for kids but not worth to see!",1
"My young daughter loves Hong Kong Disneyland so we went often. We've visited the park for 9 years continuously, and we were their loyal  Magic Access Card Members . But we   ve faced constant and repeated assault by other visitors, mainly from Mainland China. We   ve been punched, finger poked, hit by selfie sticks, pushed, stepped on, verbally abused etc. Each time the staff just watched, stood there motionless, and they took no actions. I've had 10 15 minute shouting arguments with people because they've either aggressively pushed me or my child, at times in  It's A Small World  and also  HyperSpace Mountain  where the arguments echoed loudly, but the staff do not help or call any security ! When I've complained to the staff (inside the  rides  or in their  City Hall ); they refused to collect the details of the attackers and they did not call the police. In fact; they've NEVER called the police when I asked for their help ! They would say to me  It's a nice day why dodon't you enjoy the park and rides ! . I   ve sent emails to Hong Kong Disneyland on their security in the park but wthout real satisfaction. To force the personal security issue; on Saturday 3 December 2016 I deliberately took some goods in plain sight from the park   s  Emporium Shop  and walked out slowly until I was caught. It took them 15 minutes to catch up with me. I fully cooperated with the security staff, and I told them my reasons for my actions. My reasons being to high light the lack of personal safety and security within the park, and the fact that all of the security are concentrated in the shops to protect Hong Kong Disney's merchandise. When they caught me I was about to walk back to the shop and return the goods. I had NO intention of keeping the goods. In their INTERROGATION ROOM it was a HORRIBLE  Disney  experience. Harsh, nasty, no empathy, no understanding, a situation I found threatening because I was surrounded by three large security men. There was more security than all of the years I   ve been going there. The attending woman security supervisor ( a  Miss A    a name that sounds like a  musical ) did not care about my reasons. She refused to contact any staff to validate my written complaints. I told her whom to contact and which department, and she refused ! She stated it was another department ! She was robotic and bloody minded ! Her words to me were insulting, and dismissive for the reasons of my actions. She stated to me that they had policies and procedures to follow. I replied that her staff did not follow any policies and procedures when I and my daughter were attacked. She was silent on this. She stated Hong Kong Disneyland will charge me for  theft  and the police will escort me to the Lantau Police Station. She stated that I should take my young daughter with me to the police station because I will be there for a long time. I told her that I could not do that because it will SCARE her. She kept. on saying that  I'm an adult and I should reflect on my actions . That goes both ways ! She lacked the humanity and common sense to understand the reasons for my actions, and she wanted my child to spend hours in a police sation with me ! I spent 12 hours in a police station; and I left at 3am in the morning. Economic loss to Hong Kong Disneyland is ZERO (the goods will be returned to them). Moneatary loss to me will be in the TENS OF THOUSANDS of dollars in lawyers fee's to avoid a conviction ! And all because I was concerned about personal security and safety in Hong Kong Disneyland ! It   s clear to me that Hong Kong Disneyland ONLY cares about protecting (and selling) its overpriced cheaply produced plastic goods. When I and my daughter were attacked NO security personnel ever arrived, but when anybody takes their goods without paying then there is an army of security. The fact that Hong Kong Disneyland wants to prosecute me for my actions shows the true nature and character of the company. Yes I REGRET my actions; I was wrong to think so highly of  Disney  that they would understand my actions and the reasons for it. So much for a  caring  company. My daughter cried for several hours because I was in a police station, and my wife was immensely worried by Hong Kong Disneyland's actions against me. I was told,  by that woman , that I will be banned from returning for a year. Return there after this PHYSCHOLOGICAL TRAUMATIC  Magical Experience  ? HONG KONG DISNEYLAND WILL HAVE TO KILL ME AND DRAG MY DEAD BODY INSIDE THE PARK TO EVER RETURN !",1
"Ok, this one will be a short one. You want to visit Disneyland to dream with your kids, right ? Ok then Hong Kong Disney is nothing but the dream.... and why ? Well, the longest queues you will ever stand for, losing your time. Oh and then the dirt on the floor, I will not even go into details, because it is quite disgusting to be honest. The overpopulation in the park and the mass of people make the trip unbareable to be honest. The huge dissappointed and specially when you know Disney Paris, Florida or California... So one good advise. Do not settle for less. Go to the real Disney, dont settle for the mediocre one just because it is nearer......Dont do that to your kids. ",1
Well .. Disney is great around the world with their happy smiling staffs. NOT here. The people who works here mostly have sad and angry faces. They will shout Instructions and man handle you if you look like Chinese. Or course if you are Anglo Saxon they treat you differently. What a regret that we choice HKG as the destination for our 2nd Disneyland visit this year. Tokyo was way way way better. Th attitude and behaviour of the ground staffs has made this a horrible place to be.,1
"Do NOT take your toddler to Disneyworld. The lines for the very few baby rides disallow strollers and clearly not one of the designers has ever tried to stand in line for 40 minutes with a toddler! Apart from It's a Small Small World , the shows and rides are frightening, especially in   dventure land, so you are reduced to the Fantasyland area where there are two main rides, that are almost impossible to access. Surely strollers can be parked at the end of the queue and not at the beginning? Also impossible to shop as there were too few cashiers and no one to assist on the floor, forcing clients to save questions for the cashier, thereby delaying the lines even more as the cashier had to run around finding correct sizes etc.",1
"Disneyland Hong Kong is a very small park compared the ones in the U.S. , very crowded and with very long queues for each attraction.",1
"Absolute waste of money spent aud182 for 2 adults soaked from pouring heavy rain with no rides or outdoor parades being operational.With a 2 year old in tow it was horrible. If parades and rides are cancelled how do you expect patrons to enjoy the full potential of a once in a life time family day out? Complained to manager who woulddon't even budge to give money back or discount. Spent $200 at the Disney store, had lunch and enough was enough so caught mtr back to hotel.So annoyed I could have saved $182 entry fee if I had known there was a Disney store in HKG airport.",1
We entered Disneyland at 1pm. The sad thing is they closed all outdoor rides at 1:30 pm. Well they should have informed us before we bought the tickets. We went to Hongkong just to go to Disneyland. The tickets cost us more than 10k pesos (1617 HKD). They already know they're gonna close based on the forecast and yet they still let us buy the tickets. We only stayed inside for an hour or so. We just took pictures and rode the hyperspace mountain and took off. Bad experience. They only want the money... and didnt care if we lose it. ,1
"On our visit the fireworks were cancelled, the Halloween Event cancelled, there were only two Disney Characters we saw in the park, 60% of the restaurants were closed and we cant access on the web the pictures we paid Disney for. All in all a very disappointing days outing. The park is not what is was and certainly not worth the entrance price.",1
"The service staff Manning the queue at Cinderella photo taking spoil the day for my whole family.Incident happened on 19sept2016 at around 1240pm.was directed to push my baby pram underneath the queue line then when I was trying to get under the queue line,the guy then pulled the rope quite forcefully and it hit my head which he did not even apologise but instead he shouted in a very rude manner.pls note that I do not understand Cantonese and I was just following his gesture.Super bad experience manz.doesnt reflect on Disney at all.does Disney encourages violences and rudeness as well as bad service and attitude?",1
"The park is far too small for the amount of people that are entering. There are long wait times and queues for everything. Security is a joke   they dodon't actually tell you anywhere what you aredon't allowed to take in which means that nobody knows and this creates a huge queue with people asking why they cadon't enter with things and arguing about where they can leave things to collect them on the return. The queue management for everything is just a disaster from buying tickets, queuing to get in and out of the park and buying food   it's slow and badly organised and if you go in the summer most of the time you are waiting outside in 30 degree heat. No ideal at all. There aredon't many rides and you can probably do every single ride in the park in half a day if there were no queues. There was always a queue for the toilet and they were not kept very clean at all. Food and drink is expensive so I would recommend that you took your own   make sure your drinks are in a plastic bottle. The metro station is about a 5 minute walk from the park and be warned that at the end of the day you will have to wait a long time in complete chaos just to get into the metro station. Not sure why Disney doesdon't offer a bus service to the park entrance from the metro station and the buses that take you to the hotels. Buses to hotels were also a complete disaster. You have to wait again in a long queue and the bus stops at the Disney World hotel first and then moves on to the Hollywood Hotel. Not sure why they cadon't have separate buses as it just makes the journey so much longer. Park was a big disappointment and I woulddon't recommend it to anyone. Hong Kong has another theme park which is called Ocean Park. It's much better than Disney, better value for money and better organised. Would not return here and would not recommend to anyone.",1
"Disneyland is more like Lineland. There are lines for everything ranging from 20 to 50 minutes. It's exhausting with a little one. Even taking pictures with the characters. We stood 45 minutes in line to take a photo with mickey and minnie mouse. The characters in costumes keep taking breaks every 5 to 10 minutes probably because it's really hot and humid. They should have replacement people on rotation for how much they earn. Everything is overpriced and just full on capitalism and consunerism in all its glory. I paid 120 HKD for one helium balloon!!!! Only the food at this one Chinese noodle and rice place was reasonably priced. If your child is over 4 years old, well behaved, quiet, patient, wodon't drive you crazy trying to buy every Disney item, has no problem with heat humidity and rain, willing to walk by themselves everywhere then Disneyland hong kong is for you! Otherwise better to pay nothing and spend a day at the park! ",1
Someone is smoking inside the toilet. Inconsiderate tourists rudely cut in somewhere in the middle of the queue (it happens multiple times). My 3 year old Daughter is not happy because of the long queues. We ended going back to hotel early and decide not to complete all rides.Majority of tourists are inconsiderate! Management should do something.,1
"Below was the email I sent to Disney Customer Service, your Director of Guest Experience Services Janet promised to contact me within 5 days BUT she DID NOT. Dear Sir or MadamI am writing this email after my recent depressing and discouraging visit to Hong Kong Disneyland with my mom and my daughter Emma dated 2 Aug 2016. It took several days for me to make this formal complaint because I want to make sure I was not outrageous for the time being but disheartened for good. I do hope you can take some of your time and hear out the story of what happened to us back then.We are Chinese citizens coming from Hainan Province. My daughter is four years old, and she is extremely eager to meet the princesses in person and take photos with them. Hong Kong Disneyland increased the price and Shanghai Disneyland recently opened notwithstanding, we still chose to visit Hong Kong Disneyland because we saw your MARVELOUS advertisement of your wonderful 10 YEARS ANNIVERSARY. We stayed in Hong Kong over the night of 1 Aug and arrived at the Park around 10:30 the next day. However, one hour after our check in when we are queuing up for the raft to the Tree House of Tarzan, the staff dismissed the queue and informed us that all the outdoor activities will be cancelled due to the  3 storm signal. No Cinderella. No Snow White. No Elsa. No Aurora. No Rapunzel. No parade. You cannot imagine how dispiriting and frustrating it was for the 4 year old little girl.It was the first time for Emma to visit an amusement park of its kind. To make this trip colourful and meaningful for her, I spent 8 weekends watching the Disney classic movies with Emma, especially the Disney Princess collections. We chatted over night to discuss which princess she liked the most. We played games together to recreate the scene of each princess movie. Unfortunately, it just turned out that the more you longed for meeting the princess, the more disappointing you got.From then on, at least 3,000 visitors thronged in door and heavily queued up for the only programs left over. We spent at least one and a half hour waiting for the small world. What is worse that we were informed that the park would be closed shortly due to the  8 storm signalI could not just believe it. The dinner was off the record because all canteens and shops in the park shut their doors suddenly. With no restaurants nearby, I had to bring little Emma of 4 and my mother of over 60 back to the downtown without dinner. Not to mention how disappointing we were leaving without seeing the fireworks.I know you would defend yourself using the typhoon excuse, and it is very true, nobody will deny it. Nevertheless, it is your cold heartedness and your negligence that irritate me. Nobody even showed the slightest care for the little boys and girls and the aged. YOU just THREW us out, which is the last thing I can imagine to happen in Hong Kong Disneyland. I cannot understand it and will not accept what had just happened to us. With the modern technology, you should know the typhoon is coming and you know much better than anybody exactly how it will affect the park. It seems to me that you just care more about the number of visitors rather than their expectations and experiences. Maybe you could close the Park for good and post an advance notice, or you could pretend to be sorry and try to be a little bit nicer to your guests, but you chose to do nothing. Oh, I am sorry that you did do something when you made a great effort to kick them out.I chose Hong Kong Disneyland over Shanghai because I believed your 10 years anniversary will be more wonderful than usual; because I believed your staff will be more civilized and more experienced, so that my daughter will enjoy her meeting with princess more happily. Sadly, it is such a fool of me to have believed all this and none of it came true. Of course, it is surely not a trip of empty hand. I   ve learned my lessons: never trust the illusory advertisement. I would love to share my experience with my friends and colleagues who just happen to have kids of the same age like Emma, and I am confident they must be smart enough to learn from mistakes and make correct decisions. Thank you very much for your wonderful service offered to Emma, and she will definitely not badger me again to bring her to any Disneyland around the globe.",1
